,Value
92368,28.3
42244,14.8
136442,29.3
51665,15.5
107984,52.0
124299,55.0
17131,35.0
43734,25.8
82805,41.0
121762,40.3
124980,20.6
95950,19.0
72718,26.0
53110,9.3
93861,15.2
76688,35.0
3786,20.5
98050,21.4
76818,40.0
3627,14.0
38668,27.5
66469,73.0
136184,28.0
121444,61.0
110235,20.0
137053,30.1
131621,100.1
134265,50.7
114273,43.0
117265,60.0
92064,46.0
136786,48.3
109577,56.6
40741,23.0
25549,24.0
34679,31.0
108119,18.6
7157,20.0
131936,28.6
404,9.8
126336,57.1
93302,41.5
68086,21.8
127077,46.0
32193,26.7
77718,34.0
90583,34.6
121190,57.0
15465,11.1
134672,32.6
128106,34.0
3313,18.0
45410,11.6
520,17.9
14173,7.5
114521,49.4
51199,32.0
23364,20.3
34267,26.1
94755,27.4
60841,13.3
8862,17.8
14144,16.9
82437,40.0
107812,29.0
128012,22.0
106603,27.8
136456,29.8
104187,40.8
35813,17.3
119973,31.2
7097,13.0
71818,32.0
45670,17.4
67549,34.0
25172,25.7
5696,6.7
132324,37.9
107658,57.0
26142,33.5
127965,31.3
47146,19.0
5358,5.0
4268,8.0
62439,55.0
63785,37.5
102460,31.0
10281,10.0
54907,18.0
11754,19.0
36276,23.0
100423,34.6
8284,27.1
136248,44.5
40450,26.1
71199,43.3
64021,67.1
35596,21.7
114394,56.0
87383,33.8
136084,32.1
23397,35.0
94587,46.2
122600,41.0
51464,19.0
20922,40.2
53238,22.0
73758,32.0
36455,30.0
67245,46.8
99780,34.2
41609,23.0
56026,19.0
111490,61.6
98887,34.0
84721,29.3
18392,23.0
130054,44.0
123163,27.6
120077,25.0
9970,12.0
18594,18.0
48570,16.5
3834,4.3
30978,23.0
138929,17.5
11248,14.5
34729,24.0
60006,7.0
63094,35.8
88799,19.9
103417,42.0
67410,43.4
41725,32.3
92931,28.9
84798,71.4
62358,26.5
128150,45.0
10641,19.9
78878,29.2
68975,28.1
124357,41.0
82994,39.9
12195,14.2
94271,13.5
32215,20.3
122352,37.0
58295,22.0
64309,51.0
79444,23.8
114154,37.0
45647,23.7
13967,20.1
19599,21.7
22516,37.0
116717,30.0
85288,34.0
106446,33.0
125976,34.0
57900,16.0
127991,24.0
10655,17.4
104686,24.2
40624,20.0
24895,16.9
114487,27.8
50574,29.6
85803,34.1
113706,43.0
91203,32.0
15702,6.9
97972,39.0
52510,29.0
40646,10.9
33622,33.1
69927,26.9
28279,30.5
84443,19.2
58332,28.5
15688,17.4
25817,20.0
125249,27.9
112818,25.6
26282,29.0
85531,38.0
24971,18.1
33557,29.4
104739,37.6
72649,29.0
69984,30.9
78975,53.8
76938,41.5
45895,30.0
81385,21.3
139470,33.4
114123,41.0
96467,26.0
8960,12.1
101054,19.6
122886,48.6
68941,33.5
95364,25.0
66881,49.0
27144,14.0
134952,47.0
36942,18.0
10493,10.1
57753,18.4
78436,34.0
94932,30.0
11192,13.3
120653,70.6
4190,18.7
55073,18.0
76593,44.2
34867,14.0
119794,35.0
84748,16.9
121083,51.1
138750,34.9
120387,81.0
78442,43.5
89955,37.6
96874,15.1
11310,17.4
45134,27.8
114145,48.0
30404,25.0
120562,80.0
89936,37.0
134063,46.0
124961,22.0
88374,30.0
15901,14.7
58958,11.5
31210,31.0
15645,7.9
7183,24.0
95490,9.0
66046,36.0
10610,12.2
54405,14.4
129197,21.9
75715,40.0
6590,10.4
96975,35.0
4755,17.7
52577,20.0
63699,17.5
123858,47.3
53010,18.2
116102,21.7
64958,57.4
91263,35.0
59781,16.0
31963,22.8
50588,21.1
7245,13.3
85426,39.4
55423,16.0
55518,14.2
46639,20.0
105361,6.5
91402,23.5
56730,17.5
85406,38.8
61242,10.2
112439,60.0
12895,13.2
30585,15.9
105687,29.0
133017,28.1
49238,18.5
106417,32.0
4838,12.8
93993,58.3
46394,22.9
79790,37.9
123283,35.0
27223,28.0
89852,53.7
109190,62.0
73386,41.0
92557,26.0
137902,59.0
126896,31.2
97631,21.8
74852,42.0
30477,33.0
88838,33.0
137045,28.0
25241,28.0
12551,19.0
76814,52.4
115612,67.1
108461,60.5
69535,20.0
41522,17.5
34527,23.5
56258,18.0
82068,16.6
109160,73.0
98547,8.9
86765,40.5
117515,59.6
109434,71.0
45371,7.6
40037,33.4
51737,22.6
826,7.3
90212,42.1
9403,11.0
138910,37.8
27961,24.0
28580,36.0
35422,22.1
34888,22.0
138283,40.0
63653,21.9
63787,69.5
1358,13.0
105531,36.5
9218,18.0
122591,28.0
58341,25.0
5545,14.0
30617,13.0
15522,12.1
38091,36.4
5866,13.4
20736,61.3
67617,59.2
69576,29.7
71918,34.7
32514,25.5
19731,34.6
108273,47.7
134747,45.4
15469,12.1
12602,22.0
36142,32.0
56099,17.0
126821,32.3
65403,43.9
54265,19.3
138564,38.3
121990,56.8
44948,24.2
65888,27.5
127520,33.0
76909,37.7
126,16.0
131112,20.0
106456,29.0
123258,35.0
134817,20.4
99879,35.0
70168,26.0
50667,13.6
8736,8.3
76837,49.3
88815,22.6
56850,11.8
9167,24.0
61327,24.4
24854,20.0
5566,14.2
123161,34.6
35581,30.0
98585,7.9
41610,20.0
47609,17.0
31965,27.0
87749,32.4
47319,12.7
40132,11.0
81230,22.8
22053,31.0
101839,39.8
2765,15.7
55112,15.0
125680,55.9
19174,24.0
35524,22.5
117055,32.5
2379,4.0
1709,2.6
57991,17.0
51188,28.3
53188,11.2
58812,20.8
49011,12.7
84481,23.0
78304,37.6
15785,9.0
124450,43.0
95828,32.0
47631,17.5
69047,39.8
115538,67.0
99588,39.6
82305,40.1
41436,15.8
116233,62.0
109274,65.9
87826,32.0
76800,33.1
136638,24.8
101395,38.0
60864,14.9
69160,43.1
55325,14.0
115254,60.8
100959,27.2
14080,19.4
110832,39.0
56690,15.5
8829,30.1
379,19.3
28718,23.5
52389,22.0
86279,29.9
12035,9.4
28482,20.8
18310,33.5
80887,38.7
79252,25.0
66774,36.5
52728,19.0
115637,66.3
53307,13.3
9288,11.0
58571,23.0
25022,20.8
29327,23.0
10557,7.3
29811,21.0
28464,23.0
51094,29.0
91778,36.3
77242,26.0
132592,23.7
81112,35.3
90512,37.4
124380,41.0
2270,13.9
21206,33.3
74197,22.0
79592,22.4
104964,19.3
74904,42.5
21573,26.1
137624,34.0
39927,40.0
77224,36.0
59489,21.5
46520,24.6
68718,46.0
86819,17.8
89537,21.0
90021,26.9
78438,43.2
10237,12.0
12193,14.0
123053,53.0
46032,15.0
35379,20.6
62385,30.9
97382,13.0
113410,23.3
139486,22.8
15632,4.9
104207,44.0
99915,35.0
26631,35.0
12898,10.4
4670,6.0
5071,4.0
23997,23.0
88944,28.9
29501,43.8
41600,26.0
3870,3.5
123609,40.4
99602,34.3
98046,21.5
132608,29.0
112254,57.0
132459,39.1
87450,37.0
56707,13.8
10017,20.0
81204,41.3
56948,6.2
29239,31.0
111716,50.0
96877,48.5
52598,21.0
131953,40.9
21727,27.8
34086,22.0
98172,40.8
26603,30.6
134782,22.0
102509,32.8
8901,18.6
21717,21.5
104016,50.3
85071,54.3
39938,33.0
102461,35.0
36645,27.0
85138,58.0
29213,18.0
15815,12.2
8603,13.3
64147,56.7
75946,47.0
123389,26.0
85875,37.6
22787,13.0
14508,8.9
37205,26.0
81039,38.9
136192,14.0
46384,19.7
70346,13.9
35418,22.2
98591,17.0
100773,31.2
40978,16.0
20362,32.0
55610,24.0
55666,8.0
66851,51.0
131919,32.1
81581,52.5
5584,7.0
89094,22.4
49006,17.6
100966,34.8
18796,39.0
68339,44.0
22845,38.7
46729,10.6
107831,25.0
37459,34.4
71305,33.8
31227,38.0
60052,9.4
26987,26.9
121706,48.6
83571,41.8
102856,46.0
14491,8.9
15148,6.1
24598,19.0
74628,34.3
91534,30.0
57136,16.5
81171,44.3
46533,23.8
125694,53.3
47371,15.0
22756,16.0
1345,10.0
126925,40.4
71820,27.5
4946,13.5
136872,40.4
27982,17.0
90078,31.6
86026,35.5
9696,10.6
11426,9.0
70033,49.0
54534,15.8
138062,34.9
78155,41.8
49769,14.5
10224,7.0
28497,19.6
38945,14.7
83056,38.4
42249,16.5
70984,64.0
56065,22.0
23085,31.6
72266,21.1
128360,36.9
3997,11.5
336,15.0
66526,61.0
132248,43.1
77086,26.5
14041,14.6
23992,26.0
74287,36.5
76634,54.0
85182,49.0
13576,10.0
38156,26.0
69062,35.5
106838,40.0
138977,62.6
27158,13.6
116727,30.0
68774,42.0
15603,12.5
104252,34.0
26195,36.7
63243,11.4
130943,51.0
85289,42.0
113911,82.8
30041,30.3
9186,16.0
80459,47.0
19506,25.0
63636,19.4
107714,59.0
87044,34.3
123430,32.0
129923,41.0
101734,41.0
72427,34.7
105268,15.6
35917,22.0
40688,24.0
91853,24.0
108617,46.9
49815,24.8
75038,23.0
7651,9.9
81521,20.0
56614,15.0
116345,62.4
7578,11.8
54860,19.0
78301,42.9
120808,54.0
100508,30.0
123842,50.6
137230,23.0
124684,42.2
45881,18.0
97704,20.2
39845,39.6
63937,47.8
19326,32.3
124766,25.6
119192,56.1
88533,28.8
120714,42.5
124230,50.9
111225,62.6
68442,40.0
64989,45.4
128804,20.0
104854,25.4
75967,47.1
118859,97.3
51301,20.4
74176,30.0
137613,29.0
13869,14.6
130890,32.3
137914,56.0
10033,12.0
83061,47.8
77272,42.2
39975,35.9
64182,30.7
74698,38.0
66187,41.0
28162,22.0
81545,38.1
55422,16.0
676,9.7
49113,14.7
24967,20.1
61130,19.2
19779,53.5
80435,43.0
106090,38.8
11879,12.0
124500,53.0
72848,36.4
47132,20.0
65154,40.6
123539,31.7
76563,38.0
73596,35.8
62198,45.7
19549,26.5
127622,40.5
71728,42.0
83955,42.5
125753,41.0
116331,35.8
79736,23.8
117563,64.0
5492,6.5
95395,29.6
88850,29.0
80589,32.7
1470,12.0
112033,55.0
56750,25.4
107243,27.2
62434,50.0
37219,24.5
121391,20.1
18875,38.6
32033,7.5
70740,50.0
109922,71.1
58006,8.5
113244,55.0
107003,20.9
62172,66.5
36582,30.0
118136,76.5
98243,19.0
24636,32.8
54869,18.0
1064,28.0
120282,62.0
116322,13.2
95654,34.9
115698,48.0
30987,19.0
91073,32.0
81293,37.5
129632,15.5
128699,62.6
81608,44.3
77100,30.1
137062,30.5
8820,24.5
38675,20.8
30464,26.0
116306,29.9
80209,43.9
2108,10.0
13488,16.7
82089,28.8
8871,14.1
129110,28.8
51377,22.5
92877,20.6
132211,36.6
60760,18.0
60071,13.2
88135,26.7
19527,34.6
125460,19.3
82294,45.0
121412,26.0
88019,22.5
87850,33.0
129138,29.7
128769,20.0
53607,25.0
99395,39.0
50891,11.7
88289,23.0
4666,7.8
128070,22.0
243,15.3
131645,48.0
65655,24.0
75354,36.0
72930,44.9
1317,12.0
131854,21.3
111572,32.1
119935,40.2
3000,14.0
117372,49.0
93468,35.0
81813,16.5
45969,24.6
97647,33.6
4742,14.6
87144,29.0
76470,41.8
104024,37.7
6521,13.0
40424,25.8
98086,15.9
89903,48.8
95238,30.5
59130,16.3
11205,11.8
57665,13.2
136570,29.0
113428,26.7
22366,30.0
60047,14.4
81193,49.8
81210,38.2
35503,27.5
90153,34.0
11872,15.0
22975,23.2
96796,20.0
69534,24.7
38172,23.0
59519,27.9
68427,47.0
27495,19.0
40357,28.9
74048,42.5
5752,18.3
40504,22.4
87790,34.0
111536,33.4
108203,48.0
17418,31.0
93319,34.0
25494,26.0
106118,30.0
63766,42.0
94585,50.3
74185,24.0
11597,8.9
17619,31.0
70375,20.0
11270,15.6
109746,36.0
51698,19.8
25410,25.1
23597,26.3
11873,17.0
42127,26.6
96202,19.2
40773,15.0
119438,29.9
45188,24.0
20730,55.3
17810,24.9
21662,39.0
82180,36.9
37629,18.0
106122,37.0
46463,8.1
132717,24.5
125583,70.3
56856,12.4
16001,21.6
85414,38.6
57442,19.0
35107,14.2
78190,30.0
54634,12.1
58644,10.0
46575,19.7
20574,42.0
128056,45.0
43229,21.0
81536,23.0
7153,18.0
92717,39.7
126218,27.0
124577,28.1
128840,24.0
126744,46.0
41210,23.7
116002,42.9
130079,35.3
125454,20.3
54775,29.0
34872,26.0
16604,22.0
125417,27.4
89147,40.4
89726,46.0
75504,24.8
35519,25.0
79627,23.6
102573,33.1
62263,39.0
112423,44.0
30272,17.9
131398,32.0
41630,32.0
115084,32.5
39040,22.0
121018,45.0
50754,6.4
22531,49.0
10433,6.0
6524,12.6
11535,13.9
97680,27.3
109737,32.7
104931,29.0
130606,38.4
134520,26.1
44300,7.0
11720,19.0
6651,11.3
131305,37.0
93408,15.0
120038,52.0
2525,11.0
9602,5.3
62424,45.0
121250,88.0
92079,38.0
133682,48.0
47147,19.0
128791,19.5
104685,30.9
117185,77.0
6648,9.2
52615,19.5
26939,33.0
53057,14.8
108967,56.0
105887,35.8
91296,42.1
119009,59.9
73137,25.5
133637,70.8
73032,50.0
120675,62.1
17942,41.0
85790,35.6
66551,53.0
52773,18.0
71895,37.0
120091,38.3
48551,19.0
3068,30.5
65841,15.4
111218,35.7
26899,31.0
45960,22.6
59482,16.5
35499,9.5
105006,17.0
34711,25.0
1750,21.2
15737,10.5
62125,66.0
127308,52.5
68538,54.5
38907,31.0
47650,14.0
45147,30.2
125926,35.0
17496,20.8
115628,53.6
14998,17.2
131674,35.0
27195,21.5
756,15.2
76859,38.1
115539,67.0
57365,14.9
24345,30.0
94937,29.0
23430,42.0
1129,23.0
79290,29.6
91379,18.3
29675,23.4
62058,68.0
48974,20.8
22623,47.7
41814,27.0
130761,20.6
28585,42.0
118708,26.5
74166,44.5
137215,27.7
1359,10.0
102607,38.6
19345,35.0
89490,70.4
86520,21.6
94790,29.6
38090,31.0
90855,39.3
93031,28.8
92859,33.0
59819,14.0
70320,20.0
128049,28.0
100433,12.6
110868,39.0
25018,21.0
122513,48.0
18150,19.4
41696,21.0
24721,21.9
83267,48.1
8729,4.2
97566,31.7
45379,6.5
100623,27.0
49299,7.0
74106,47.8
29505,59.2
70597,42.2
103203,31.0
3133,26.0
67448,54.1
29636,31.5
64441,50.8
64502,32.2
107641,50.0
114174,43.0
13908,7.7
86436,36.0
122375,47.0
106222,29.0
132019,40.0
89752,48.0
33535,26.4
103120,20.2
4559,14.8
119031,44.0
100428,25.7
34897,13.0
125762,12.0
95857,29.0
16571,33.0
84429,28.7
13891,15.6
59063,16.9
71721,40.0
92416,33.6
83772,14.0
60923,6.0
126877,34.5
105736,30.0
38958,14.0
68447,40.0
35294,26.2
57275,17.0
15557,12.5
126871,35.6
75564,32.1
67622,42.1
124871,62.0
65856,17.7
488,14.4
59036,26.2
44353,19.0
110190,37.0
61283,7.7
136361,26.9
65657,21.8
22585,43.0
27837,41.9
110398,0.0
113175,40.0
8391,20.0
64553,36.3
10520,9.7
120267,62.2
19349,31.0
32591,21.0
77073,29.5
16782,17.1
54479,18.4
8621,20.8
80330,39.6
78775,25.0
121053,44.6
77160,37.0
68032,15.0
25579,52.4
1689,5.3
48470,28.0
115024,45.0
51242,25.0
58030,8.5
60245,28.6
23374,21.3
108229,49.6
116472,31.5
95432,23.0
116825,19.3
40064,35.0
109857,20.2
57716,13.4
22632,43.5
120367,50.0
14770,15.0
80093,40.0
119135,55.0
9103,24.5
62008,78.6
41518,31.7
74375,41.0
66241,38.3
84898,26.5
112051,48.0
65502,30.6
132515,45.0
74843,38.0
10608,13.0
46546,26.5
19691,42.0
117984,29.7
138502,30.0
103472,37.0
20546,9.5
99625,39.9
35216,23.2
43212,30.3
56971,14.3
72289,26.0
109428,65.0
74104,34.6
126723,29.5
106236,25.0
66578,70.4
139454,27.4
60156,20.5
90221,25.0
101064,34.6
129629,62.3
113942,90.0
86694,24.7
89886,44.8
69797,35.2
102974,23.7
125285,24.9
113043,19.2
97268,34.0
82111,25.6
88733,36.0
84530,23.9
95663,35.6
11578,14.8
130680,63.2
32161,25.2
46013,21.0
39224,17.2
84,22.0
56483,14.5
49159,12.7
72032,40.0
33886,23.8
129841,50.4
14279,16.5
89786,39.0
63944,34.6
27162,10.2
68059,18.7
16886,33.0
124397,41.0
12038,10.4
125767,11.5
44044,14.9
91054,30.0
133029,16.7
136232,50.0
47194,16.0
112425,48.0
105198,33.0
105272,31.2
14367,16.5
130971,57.0
30035,26.0
117166,19.2
123628,35.3
85838,36.3
52046,12.1
24966,29.0
77198,28.0
26687,19.6
70268,13.3
72113,35.2
60054,12.8
129349,51.3
110492,68.8
86211,19.0
71383,31.0
132058,22.7
76537,33.3
1525,13.9
71227,45.1
71629,50.4
102223,31.0
57506,18.8
89875,49.8
56352,27.5
15519,7.1
101953,37.0
122699,44.0
121109,55.3
78891,28.3
19249,32.8
116708,35.0
51965,23.4
52831,28.0
119017,42.0
9471,16.0
83189,40.0
108717,38.0
24407,31.2
85978,38.5
124172,58.3
3054,5.5
63664,36.0
4505,15.9
90814,32.5
67286,39.0
71358,37.0
4988,10.4
98250,21.0
587,14.6
130872,24.7
138103,41.0
68157,19.2
99042,28.3
120862,54.0
50623,10.0
29374,22.0
126058,40.8
95419,37.7
39226,20.3
131857,24.8
111458,59.8
9312,16.0
62810,52.5
105034,36.0
31796,20.0
43818,29.6
6748,6.3
64998,42.9
72887,49.3
124463,31.4
35579,21.0
109062,65.0
103660,27.0
114430,57.8
19346,32.1
127283,37.5
67216,50.2
8893,16.9
1785,13.9
66837,44.0
117852,0.0
131970,39.1
90549,30.1
61413,20.4
1083,29.5
114563,60.6
19090,31.6
76937,37.7
35438,21.9
114177,59.0
114937,42.0
66951,48.1
1819,7.1
133409,51.1
105246,33.0
64293,58.0
118417,41.6
113091,72.9
29624,41.2
58165,15.3
63442,21.9
88184,31.0
60185,26.3
75980,35.8
127758,44.4
57779,15.4
112708,56.9
9647,7.7
11210,7.9
111613,51.4
63143,39.8
135106,43.8
67741,71.9
71300,33.7
14977,10.8
47351,13.0
130300,44.3
107004,19.1
31515,42.8
29729,28.0
19050,16.0
37171,32.9
134490,37.0
2919,15.9
111417,31.8
61899,38.7
502,15.9
75049,27.5
41776,30.0
137425,50.2
61807,67.1
103167,35.8
105897,38.4
77226,29.1
74523,40.0
41349,10.0
66579,62.3
113541,70.0
68706,44.0
75753,51.0
28204,25.0
93294,35.4
137891,59.0
18122,15.4
16268,21.0
62718,47.2
98423,32.3
23761,26.0
112478,38.0
70140,32.7
38382,15.0
72885,58.9
21014,34.0
11245,14.1
70986,63.0
17588,18.9
73624,40.8
67694,20.6
126088,32.7
47013,16.0
17453,38.0
85857,26.2
119353,44.9
131743,55.4
33580,23.2
114761,51.3
121080,53.3
89091,7.1
34856,24.0
38689,20.3
133252,33.3
37004,14.1
106814,28.0
99029,24.0
113487,31.8
12558,16.0
6759,5.6
21177,21.0
34768,28.3
67787,47.0
45035,13.0
30256,12.0
88246,31.8
107532,26.0
42146,30.1
68473,40.0
12819,15.1
85550,25.0
42190,20.0
13118,19.5
14429,12.0
114213,62.0
67723,23.6
86584,30.0
128868,51.0
20704,29.1
81504,40.1
72880,50.9
113082,42.4
6794,20.9
31553,30.1
24091,16.5
131389,35.0
94896,30.0
43249,22.0
11309,14.8
31780,28.6
1301,14.0
66923,33.5
125455,24.2
107015,22.2
52680,16.4
52643,25.7
38850,27.4
60900,7.0
55671,9.0
46076,24.0
73450,57.7
85003,28.0
35611,25.5
20756,44.0
31525,21.7
1505,13.0
122291,96.9
19476,23.9
61862,26.0
136781,27.7
31855,13.4
134230,28.2
105757,49.5
129176,8.3
69876,49.4
42539,16.0
114239,46.7
109687,23.0
99664,37.0
55347,17.4
123149,38.9
72261,24.0
21296,31.3
52585,26.0
62787,37.5
67403,35.1
120522,55.3
97292,28.0
110736,85.9
2313,16.0
62331,33.7
90351,39.8
41466,14.3
28049,26.5
28401,28.5
114998,54.0
100740,18.4
60040,14.7
39660,15.0
23400,39.0
51664,18.5
13551,11.7
36641,30.0
138574,36.8
95951,16.1
51172,17.7
32861,24.0
128764,66.9
24579,28.0
891,9.5
43805,26.0
66646,47.2
65413,48.4
133720,48.0
32895,47.4
62825,37.1
137052,29.0
82733,68.8
133842,56.3
63475,43.0
86310,40.0
136480,36.6
82915,45.3
29670,29.8
58351,34.2
6177,10.0
77316,29.6
32209,26.6
48178,22.5
8156,23.0
2305,15.0
136353,26.3
87909,29.0
16933,31.0
107057,28.0
52497,22.4
10913,12.0
26919,34.0
26260,24.0
131227,56.3
19405,32.2
9194,17.0
71901,43.7
37673,29.0
119730,62.5
7759,11.2
77200,28.0
11036,17.0
99715,27.0
100302,38.0
61796,52.0
10404,13.6
116144,40.9
7193,17.0
121185,46.9
23426,39.0
113217,38.0
131935,39.8
86565,33.0
133847,45.3
85737,33.0
110264,30.0
40790,24.1
20810,35.0
47355,14.0
108326,35.0
33819,25.0
25213,34.0
104869,36.0
75832,45.1
92353,34.4
118496,92.0
62832,12.9
96864,30.0
119784,37.5
87770,33.8
130151,52.5
139718,18.4
125004,67.4
86767,18.5
63736,50.0
105023,12.5
45275,7.3
62295,10.6
55645,10.8
135997,30.7
40704,20.9
48516,9.0
2809,13.6
48766,20.0
1674,16.2
92713,43.9
79004,13.6
98647,24.8
69008,37.0
123205,61.2
121693,35.9
123230,53.6
98310,42.5
109845,26.5
7902,14.0
13445,10.0
128663,30.8
10636,7.9
23480,23.6
67334,42.0
85020,32.0
2491,13.2
2734,20.1
88265,23.9
51421,24.0
60819,25.3
9298,16.0
64673,41.9
83035,34.3
112760,56.7
65610,17.4
34666,29.0
48153,12.5
128063,26.0
114716,69.0
77385,22.9
55341,12.5
129575,45.0
54678,16.0
124494,62.4
110083,32.3
121209,42.0
127388,16.1
84309,32.0
31490,29.2
14673,14.3
124436,61.0
11263,13.2
134428,40.4
93205,21.6
1902,10.3
99727,18.0
112242,75.0
9325,17.0
5281,15.2
130597,28.5
3712,19.5
50113,16.0
99686,38.0
47933,9.0
97177,24.8
80362,47.0
20715,41.2
133722,60.0
15549,10.4
124162,68.2
118002,69.8
43053,29.0
132765,30.3
39022,17.0
132038,47.0
83502,39.7
2516,19.5
31278,35.0
130209,36.7
56266,11.0
78321,33.8
108781,27.0
20832,36.0
81962,38.6
90367,23.3
125368,24.8
4542,4.9
47356,14.0
118116,39.0
131316,18.3
72553,27.1
116843,58.0
35477,7.5
11533,13.9
128498,46.5
83544,38.9
55290,25.4
731,24.4
49148,10.5
17975,21.8
13465,12.9
119072,35.0
38922,18.4
51695,21.5
29270,47.0
7762,12.2
137783,39.6
44966,24.7
126941,17.0
101302,22.7
13937,11.9
64504,33.4
23062,29.0
60752,14.0
115072,25.0
63576,17.5
115799,45.0
32692,30.0
66559,51.0
92967,25.9
134891,47.0
17109,29.0
34864,24.0
135747,94.8
82126,27.4
43812,27.5
80917,46.8
78877,29.9
131008,21.2
50597,19.8
79170,37.3
124859,27.9
99291,19.5
73791,45.4
12045,9.5
50793,13.5
91695,16.2
43649,11.0
57297,13.0
71272,36.2
15678,16.6
4154,16.0
57235,14.0
121206,53.4
138349,53.0
111924,79.0
119456,22.3
122309,71.0
120879,66.0
41836,18.0
48489,27.0
119647,29.5
38301,23.5
26075,35.0
92354,27.6
137932,58.0
24571,34.0
134988,22.6
22604,41.0
44743,30.2
128529,48.2
5230,20.9
125688,48.0
8404,20.0
59773,11.0
21456,23.2
109115,100.5
8940,3.4
103180,25.0
8930,3.7
125873,40.7
3301,17.0
1325,16.0
26973,32.0
22299,30.0
23243,42.0
72479,30.0
53985,12.0
132017,60.0
102904,44.0
29556,36.0
101480,21.4
58040,8.6
133964,34.3
126328,41.3
125442,20.4
75668,53.0
19613,35.0
72684,44.5
2595,12.3
22928,20.0
107349,31.3
69159,35.0
83879,25.0
106656,33.0
63484,34.0
111532,30.6
994,10.6
50527,7.4
139582,44.0
92184,46.3
37009,20.1
91689,26.4
93376,27.2
62274,56.3
31169,26.0
30066,30.7
49393,9.0
6959,4.8
45001,26.1
11390,12.4
74528,44.5
28004,28.0
134360,51.5
116415,31.5
89296,29.0
17044,43.8
99274,30.1
92091,41.0
68438,37.0
7732,8.7
10594,8.4
44104,21.3
100871,31.0
71779,40.0
26147,34.8
139447,39.5
57271,17.0
90891,42.1
83494,46.3
65639,20.2
19269,23.9
25577,50.6
132576,30.5
11222,6.9
58325,22.5
18689,26.7
114464,31.5
104506,36.0
25303,26.8
88520,36.1
48294,22.2
8187,21.0
11229,14.5
100399,13.0
54488,24.5
79114,39.9
71005,67.0
4265,4.0
56782,28.6
65103,38.4
15423,8.7
62652,32.0
80793,41.0
63557,21.4
104109,36.0
803,11.5
45784,25.5
59224,7.7
68678,42.1
6221,19.0
51263,17.0
81689,29.1
70250,30.7
66524,59.0
71446,35.6
59131,17.4
78355,35.0
48427,30.4
73673,36.1
125799,45.9
15510,10.0
136481,33.3
134350,41.1
86800,29.5
114719,69.4
59551,20.0
14664,10.2
96096,17.4
52425,18.0
96969,25.0
125685,49.0
153,18.0
57410,11.0
67676,25.0
106542,32.0
26067,39.0
48647,13.0
136566,29.0
39367,17.0
119481,35.0
104561,35.0
5932,2.6
59558,24.0
91015,70.2
27198,23.0
136162,22.0
93878,25.8
87808,34.0
124876,53.0
47383,16.0
13864,14.1
46708,8.0
91185,24.7
90609,29.0
43301,30.0
12588,21.0
18747,25.3
28736,23.5
8566,21.3
71956,41.1
49391,10.6
8848,17.3
116781,15.4
12531,17.0
73440,44.3
114967,44.7
100893,29.8
52566,19.0
6254,14.5
134512,39.9
125966,45.0
117341,34.0
555,10.4
126699,41.5
134390,53.4
38987,26.1
59550,21.0
132375,34.9
15738,10.5
1799,19.0
79666,17.7
33118,21.0
121198,46.0
85714,37.8
127386,17.1
233,13.6
30977,21.5
127149,28.6
7361,14.0
124429,50.0
104934,35.0
88250,34.3
5311,20.0
96141,17.2
87237,14.0
11734,13.0
92369,33.2
96878,66.9
18022,32.0
101745,43.0
5603,17.1
71892,36.3
90956,31.3
13439,9.0
55003,13.7
122103,46.0
129341,34.0
106206,30.0
75815,42.9
132651,54.2
95284,34.8
70699,29.0
10628,10.4
129492,47.0
38749,16.9
101277,32.0
67621,56.0
113016,42.2
53874,14.1
68522,91.0
104967,26.7
24591,20.0
15502,12.1
133532,35.8
12240,14.7
75711,57.0
133871,36.8
85196,47.8
128083,21.0
129094,14.3
63239,35.2
111424,21.9
116153,33.5
68420,40.0
37314,24.5
76684,49.0
100441,31.3
26498,21.8
83701,38.3
126083,36.7
6138,21.5
82919,42.3
61156,14.9
36263,25.3
64322,55.0
137683,23.5
28373,20.6
32095,33.0
135061,36.0
133885,40.0
43231,17.0
58011,8.0
139211,37.8
31296,42.3
47310,13.9
113090,68.1
6622,7.4
48025,14.0
38553,13.9
136118,34.4
131520,30.0
112089,33.0
46257,18.8
55046,16.0
39386,20.0
66978,57.1
21950,31.0
136814,42.6
60738,16.0
127589,45.7
26912,28.0
64010,45.0
63158,42.7
12969,14.0
61463,17.8
93852,8.3
136832,40.7
47913,13.2
26278,17.0
10745,8.0
133851,55.5
97333,34.0
536,14.3
40927,8.4
55358,12.4
117416,41.0
106627,33.3
7249,18.4
1922,16.1
44666,5.0
28830,13.2
32278,33.5
58161,11.0
8675,9.9
32719,23.5
6377,17.0
5371,15.0
78262,22.6
59835,17.0
30710,18.0
57208,18.0
117321,58.1
117338,44.0
36119,21.0
83277,35.6
51159,15.5
113479,32.2
30153,28.3
120589,69.0
3887,1.4
14857,8.9
103653,27.0
36105,22.0
4120,21.0
3831,12.5
84204,17.3
32651,32.9
5836,7.3
29550,36.0
124955,25.7
78977,55.0
24279,29.3
53796,20.0
82550,29.5
8722,8.2
29527,38.0
23614,31.2
37217,17.5
93807,16.3
124004,50.0
48760,19.0
111112,52.0
21358,27.0
110233,27.0
130450,36.6
119361,49.1
115626,45.3
111196,48.2
39272,22.3
32298,17.3
21839,43.8
22764,25.0
56391,23.4
